127.0.0.1 - - [11/Mar/2024:09:55:46 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:32:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:32:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:32:32 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:06 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:08 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:08 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:08 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:13 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:13 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:15 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:16 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:34:16 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:35:51 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:35:51 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:35:52 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:35:52 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:35:52 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:37:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:46:07 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp?m_no=A005 HTTP/1.1" 200 3444
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:46:40 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 66
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:49:00 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:49:00 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:14:49:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp?m_no=A005 HTTP/1.1" 200 3444
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:04:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:05:08 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:08:54 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:08:54 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:08:57 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp?m_no=A005 HTTP/1.1" 200 3444
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:42 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 124
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:43 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4243
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:43 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:10:47 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp?m_no=A005 HTTP/1.1" 200 3444
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:00 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 40
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4243
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:27 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:33 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A006 HTTP/1.1" 200 1599
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:51 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateAction.jsp HTTP/1.1" 200 312
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:52 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 4245
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:52 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A006 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:11:57 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:12:01 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:12:01 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:12:01 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:04 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:04 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:05 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:08 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3912
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:08 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3948
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3948
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:42 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3948
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:14:42 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:15:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:15:39 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:15:41 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 3444
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:01 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 130
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3963
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:02 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A001 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3963
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:23 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A007 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:26 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A005 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:16:28 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:17 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:17 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:17 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:18:17 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:39:58 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4704
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:40:16 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 33
0:0:0:0:0:0:0:1 - - [11/Mar/2024:15:44:59 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:07:33 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:36 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/check%EC%9C%A0%ED%9A%A8%EC%84%B1.html HTTP/1.1" 200 2350
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:45 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:49 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4704
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:09:59 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 31
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:10:37 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:11:56 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:11:57 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:11:59 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4723
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:14:13 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4686
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:14:18 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:14:18 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:14:20 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4686
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:14:22 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 16
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:14:27 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 52
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:46 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:46 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:48 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4692
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:15:49 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:10 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:12 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4678
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:13 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:25 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:29 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3674
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:29 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:31 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4691
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:31 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:16:34 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insertAction.jsp HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:24 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3619
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:24 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:25 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/insert.jsp HTTP/1.1" 200 4700
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:43 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/deleteAction.jsp?m_no=A002 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:43 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/memberList.jsp HTTP/1.1" 200 3619
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:43 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/logo1.PNG HTTP/1.1" 404 875
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:18:54 +0900] "GET /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateForm.jsp?m_no=A001 HTTP/1.1" 200 1601
0:0:0:0:0:0:0:1 - - [11/Mar/2024:16:19:03 +0900] "POST /day4/%ED%85%8C%EC%9D%B4%EB%B8%94%EA%B3%BC%EC%A0%9C/updateAction.jsp HTTP/1.1" 200 313
